#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2024-12-11T19:44:58 [V7.4.2]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2024-12-11T19:44:58   Query execution date
#INFO request=https://vizier.cfa.harvard.edu/viz-bin/asu-txt?-oc.form=sexa&-out.max=99999&-source=J/A+A/605/A103/hd20794&-order=I&-out=RJD&-out=RV&-out=e_RV&-out=BIS&-out=FWHM&-out=Halpha&-out=logR&apos;(HK)&-#out=NaD1&-out=NaD2&-out=3AP2-1&-out=3AP3-2&-out=6AP2-1&-out=6AP3-2&-out=6AP4-3&-out=6AP5-4&-out=6AP6-5&-out=9AP2-1&-out=9AP3-2&-out=9AP4-3&-out=9AP5-4&-out=9AP6-5&-out=9AP7-6&-out=9AP8-7&-out=9AP9-8&   Full request #URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.4.2   Software version
#INFO publisher=CDS   Data centre that produced the VOTable

#RESOURCE=yCat_36050103
#Name: J/A+A/605/A103
#Title: HD20794 HARPS radial velocities (Feng+, 2017)
#INFO ivoid=ivo://cds.vizier/j/a+a/605/a103     IVOID of underlying data collection     
#INFO creator=Feng F.     First author or institution     
#INFO cites=bibcode:2017A&A...605A.103F     Article or Data origin sources     
#INFO editor=Astronomy and Astrophysics     Editor name (article)     
#INFO original_date=2017     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/605/A103     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.36050103     Dataset identifier that can be used for citation     
#INFO publication_date=2017-09-18     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_A_A_605_A103_hd20794:
#Name: J/A+A/605/A103/hd20794
#Title: HARPS radial velocities for HD20794 and corresponding noise proxies
#---Details of Columns:
#    RJD (d)      (F11.5) Reduced Julian Date (JD-2400000) [ucd=time.epoch]
#    RV (m/s)     (F9.5)  Radial velocity variation [ucd=phys.veloc;arith.diff]
#    e_RV (m/s)   (F8.5)  rms uncertainty on radial velocity [ucd=stat.error]
#    BIS (m/s)    (F9.5)  Bisector span of the cross-correlation function [ucd=phys.veloc]
#    FWHM (km/s)  (F8.5)  Cross-correlation function (CCF) FWHM [ucd=spect.line.width]
#    Halpha       (F8.5)  Activity index H-alpha [ucd=spect.index;em.line.Halpha]
#    logR'(HK)    (F8.5)  Activity index logR'(HK) [ucd=meta.code;spect.index;em.opt.R]
#    NaD1         (F8.5)  Activity index Sodium NaD1 [ucd=spect.index]
#    NaD2 (m/s)   (F8.5)  Activity index Sodium NaD2 [ucd=spect.index]
#    3AP2-1 (m/s) (F8.5)  Differential radial velocity 3AP2-1 [ucd=phys.veloc;arith.diff]
#    3AP3-2 (m/s) (F8.5)  Differential radial velocity 3AP3-2 [ucd=phys.veloc;arith.diff]
#    6AP2-1 (m/s) (F8.5)  Differential radial velocity 6AP2-1 [ucd=phys.veloc;arith.diff]
#    6AP3-2 (m/s) (F8.5)  Differential radial velocity 6AP3-2 [ucd=phys.veloc;arith.diff]
#    6AP4-3 (m/s) (F8.5)  Differential radial velocity 6AP4-3 [ucd=phys.veloc;arith.diff]
#    6AP5-4 (m/s) (F8.5)  Differential radial velocity 6AP5-4 [ucd=phys.veloc;arith.diff]
#    6AP6-5 (m/s) (F8.5)  Differential radial velocity 6AP6-5 [ucd=phys.veloc;arith.diff]
#    9AP2-1 (m/s) (F8.5)  Differential radial velocity 9AP2-1 [ucd=phys.veloc;arith.diff]
#    9AP3-2 (m/s) (F8.5)  Differential radial velocity 9AP3-2 [ucd=phys.veloc;arith.diff]
#    9AP4-3 (m/s) (F8.5)  Differential radial velocity 9AP4-3 [ucd=phys.veloc;arith.diff]
#    9AP5-4 (m/s) (F8.5)  Differential radial velocity 9AP5-4 [ucd=phys.veloc;arith.diff]
#    9AP6-5 (m/s) (F8.5)  Differential radial velocity 9AP6-5 [ucd=phys.veloc;arith.diff]
#    9AP7-6 (m/s) (F8.5)  Differential radial velocity 9AP7-6 [ucd=phys.veloc;arith.diff]
#    9AP8-7 (m/s) (F8.5)  Differential radial velocity 9AP8-7 [ucd=phys.veloc;arith.diff]
#    9AP9-8 (m/s) (F9.5)  Differential radial velocity 9AP9-8 [ucd=phys.veloc;arith.diff]
#----------- --------- -------- --------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- #---------
#                      e_                 FWH               l                 Na       3AP2     3AP3     6AP2     6AP3     6AP4     6AP5     6AP6     9AP2     9AP3     9AP4     9AP5     9AP6     9AP7     9AP8     #9AP      
#RJD (d)     RV (m/s)  RV (m/s) BIS (m/s) M (km/s) Halpha   ogR'(HK) NaD1     D2 (m/s) -1 (m/s) -2 (m/s) -1 (m/s) -2 (m/s) -3 (m/s) -4 (m/s) -5 (m/s) -1 (m/s) -2 (m/s) -3 (m/s) -4 (m/s) -5 (m/s) -6 (m/s) -7 (m/s) #9-8 (m/s)
#----------- --------- -------- --------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- #---------
RJD RV e_RV BIS FWHM Halpha logR'(HK) NaD1 NaD2 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
54347.82659  -3.65448  0.36395 -41.29574  6.39055  0.16676  0.96699  0.70276  0.49171  2.14787  1.44513  2.62256  2.01668 -1.33443  1.80252  1.00143 -1.15086  2.65692  1.55864 -0.42735 -0.91318  1.31681  0.83267   3.41453
54347.82747  -5.24115  0.37219 -42.37043  6.39190  0.16740  0.96794  0.70243  0.49121  0.80404  0.92707  2.66083 -0.98657  2.25585 -0.96258  1.85488 -0.13851  3.17926 -1.71548  0.82943  2.01563 -2.12085  2.20185   1.49653
54420.72442  -6.04329  0.27335 -42.54080  6.38946  0.16803  0.97207  0.70302  0.49060  1.06431  0.76108  0.71739  1.54049 -1.63134  2.23688 -1.63580  0.02394  0.24269  0.91639  0.99628 -2.04651  2.67877 -1.52854  -1.25112
54420.72591  -6.41898  0.27215 -42.14339  6.38971  0.16766  0.97203  0.70388  0.48977  0.73783  2.47513 -0.45630  1.29147 -0.99131  2.25244  2.47295  0.36141 -1.00956  1.18142 -0.00744 -0.01947  1.95592  2.56228  -3.75834
54420.72745  -6.52279  0.27573 -41.77059  6.38957  0.16788  0.97198  0.70411  0.48969  1.42767  1.95045 -0.54207  1.93739 -0.82381  2.19798  0.69795 -1.34363  0.54546  0.95406  1.30687 -1.28356  2.61033 -0.93207   0.77173
54420.72894  -7.05522  0.27356 -42.35644  6.38952  0.16782  0.97297  0.70474  0.48883  1.57410  2.45525  0.60011  1.24021  0.37206  1.33769  2.75593 -0.19339  1.14614  0.84795 -0.16903  1.12624  1.51123  0.36999   0.18068
54420.73047  -5.76137  0.27716 -41.03239  6.38946  0.16734  0.97159  0.70342  0.48962  1.46041  2.23258 -1.05649  2.53504 -1.78485  2.78648  1.42877 -0.14980  0.32063  1.84898 -1.02447  0.21709  2.86931 -1.23011   1.19082
54420.73199  -6.47877  0.26880 -41.78254  6.38748  0.16786  0.97273  0.70337  0.49058  1.41661  2.39062  0.01047  1.37931  0.08169  2.27686  0.20649 -0.99811  0.07834  1.33863  0.06492  0.56634  1.96543 -0.41352   1.01817
54420.73349  -6.32019  0.26829 -41.88805  6.38799  0.16765  0.97290  0.70307  0.48993  1.17808  2.42266 -0.09970  1.18686  0.04968  1.33574  3.28129 -0.52522  1.22967  0.32386  0.20974  0.84688  0.73177  2.65998  -1.18929
54420.73501  -7.36384  0.26702 -42.30763  6.38961  0.16770  0.97256  0.70380  0.48958  2.10727  1.47453 -0.91234  3.25811 -2.12303  2.70008  0.05489 -2.62303  0.67066  3.16052 -2.31293  1.05393  2.16223 -0.37872  -1.82041
54420.73650  -6.63627  0.26722 -42.42435  6.38841  0.16785  0.97345  0.70401  0.48970  0.76293  2.64741 -1.47086  1.12430  0.18210  2.29057  0.77683 -1.95566  0.09443  0.34594  0.57075  1.30197  1.40696  1.38168  -3.86788
54422.70369  -3.85600  0.29788 -40.65260  6.39126  0.16762  0.97137  0.70488  0.48807  0.25978 -0.01168  1.13914 -0.04647 -0.04862 -1.65527  4.97688  3.20178 -0.51905 -0.70864  0.83265  1.11196 -2.15411  3.47714  -3.39251
54422.70519  -4.67618  0.29391 -40.06903  6.39141  0.16811  0.97133  0.70481  0.48719  0.06097  0.90987 -0.99467  0.55621 -0.47352 -0.07180  3.70907 -1.15011  1.15139 -0.41785 -0.40113  1.17347 -0.50637  3.18362  -4.20785
54422.70670  -4.84127  0.29799 -40.38937  6.39247  0.16810  0.97105  0.70449  0.48839  1.05660 -0.35926  1.85806  0.58792 -0.16543 -1.62275  4.03396  2.31209  1.64298 -1.24325  1.75869  0.69016 -2.21294  2.37322  -2.77154
54422.70822  -4.40720  0.29755 -41.07439  6.39249  0.16777  0.97181  0.70451  0.48614  1.59508  0.25365  3.87923  0.82351 -0.80948 -0.23056  2.77947  3.45791  2.22953 -0.21064  0.10855  0.75172 -1.01779  2.27918  -2.07352
54422.70974  -4.72745  0.30177 -41.90215  6.39161  0.16769  0.97111  0.70460  0.48795  0.93491 -0.17748  0.61652  1.21356 -1.02999 -1.49165  5.50994  1.01232  1.45866  0.17956 -0.27641  0.29068 -1.77126  3.65455  -0.87953
54422.71121  -2.33126  0.30772 -41.10906  6.39283  0.16749  0.97071  0.70479  0.48711  0.20961  0.49419 -0.06610  0.04043  0.42167  0.16907  0.26617  2.18031 -0.69099 -0.62216  0.78348  1.48902 -0.20852  0.22062  -4.95552
54422.71277  -5.49845  0.30271 -41.24474  6.39192  0.16768  0.97124  0.70457  0.48674  2.36281  0.25915  1.02201  2.50889 -0.99618 -1.50855  6.72961  2.35550 -0.04984  2.22051 -1.38229  2.34923 -2.81571  4.42729  -0.24882
54422.71429  -3.74805  0.30082 -41.17363  6.39250  0.16762  0.97090  0.70358  0.48686  1.49575  0.18678  2.46340  0.97811 -0.44828 -1.40135  5.40908  0.57893  2.59538  0.30029 -0.93047  1.55148 -1.19618  2.20350  -2.08742
54422.71579  -4.43327  0.29602 -41.98191  6.39088  0.16806  0.97073  0.70518  0.48733  0.58260  0.96420  2.01615  0.11017 -0.24904  0.15072  2.84637  1.74452  1.20789 -0.79206  0.84830  0.26503  0.29419  1.19934  -2.63544
54425.70813  -3.34302  0.28793 -42.24630  6.39265  0.16721  0.96875  0.70573  0.48802  0.53899  0.89444  3.04152  0.69981 -2.43118  1.52919  2.19374  4.31474  0.35811  1.38111 -2.11630 -1.45768  2.45785  0.19859   2.08001
54425.71023  -1.88584  0.29073 -42.26842  6.39276  0.16761  0.96884  0.70579  0.48804  0.00838  1.12966  0.44964  0.07615 -0.45731  0.43283  2.80404  2.06637 -0.09339  0.42546 -1.01631 -0.27268  1.48814 -0.09947   2.08436
54425.71231  -2.04742  0.30060 -42.04761  6.39212  0.16704  0.96869  0.70533  0.48821  0.33900  0.68223  0.25680  1.66288 -3.21157  1.02029  4.30444  0.82250  0.57834  1.45298 -1.48224 -2.43950  2.11604  2.14628   0.17627
54425.71442  -1.50163  0.29058 -42.95670  6.39385  0.16759  0.97018  0.70526  0.48833 -0.45555  0.71996  0.80808  0.04234 -1.69079  0.48439  3.54092 -0.32672  0.72161 -0.31498 -0.10326 -1.42991  0.77695  2.76260  -1.20147
54425.71651  -1.33719  0.29233 -42.00545  6.39324  0.16789  0.96970  0.70473  0.48895  0.83215  1.33147  0.07343  1.63865 -1.89708  0.92010  4.34809  0.81808  0.43844  1.82864 -1.46535 -1.77588  2.15563  1.96661   1.41530
54425.71863  -1.29817  0.28316 -42.30733  6.39338  0.16711  0.96965  0.70487  0.48987  1.23732  0.03051  0.14822  1.74011 -1.26558 -0.91410  5.01971  0.03280 -0.53382  2.00089  0.17443 -2.28488  0.69960  0.31203   5.20452
54427.71363  -3.71235  0.30070 -41.96222  6.39434  0.16637  0.96674  0.70503  0.48818  0.01003 -1.25793  0.97191  1.12504 -3.13536  0.26580  0.66516  2.26247  0.59854  1.39537 -3.00246 -0.81796  0.25815  2.63587  -5.24595
54427.71578  -4.18857  0.30192 -41.51178  6.39482  0.16698  0.96683  0.70444  0.48887 -0.26285 -0.19854  0.24040  0.58441 -2.06167  0.57509  1.10070  1.08856  1.15384  0.16275 -1.75522 -0.29183  0.33224  3.62989  -7.32201
54427.71790  -3.94856  0.29802 -42.32784  6.39440  0.16700  0.96596  0.70446  0.48875  0.51433 -0.41909  0.58087  0.73358 -0.87279 -0.53444  1.78902  1.23916  0.99453  0.68405 -1.91746  1.12459 -1.00147  3.68583  -6.65432
54427.71999  -2.99903  0.25183 -42.52579  6.39365  0.16810  0.96720  0.70458  0.48831  2.22668 -0.66427  0.90346  2.41409 -1.12761 -0.09960  0.32915  1.53250  0.59745  2.20108 -0.06683 -1.82645  0.95546  1.59681  -5.95241
54427.72205  -1.57178  0.26289 -40.73294  6.39553  0.16877  0.96763  0.70419  0.48818  1.18229  0.55740  0.21617  2.26018 -2.78302  1.96299  0.74135  2.70435  0.34700  1.24494 -0.07360 -2.25339  2.11089  2.43994  -5.81872
54427.72418  -2.54437  0.25131 -41.88801  6.39415  0.16832  0.96709  0.70424  0.48806  0.92427 -0.12051  1.00832  1.35355 -1.79813  0.29406  2.10560  0.87952  1.58883  0.27945  0.41105 -1.97239  0.08648  5.14818  -7.14798
54429.69763  -1.74118  0.31429 -40.47346  6.38980  0.16739  0.97028  0.70411  0.48960  0.51804  2.70244 -1.87593  1.40105 -0.75511  2.07389  3.14513  0.28666 -2.43446  1.86084  0.05172 -0.94333  1.85464  3.94292  -1.38412
54429.69916  -3.16515  0.30677 -41.29610  6.39183  0.16729  0.97106  0.70391  0.48997  0.80631  1.66826 -0.36059  1.22681 -0.70127  1.18912  2.63012  1.95347 -0.71214  0.86907  0.35533 -0.69786  0.12460  5.85395  -4.15910
54429.70064   0.09358  0.34048 -41.68764  6.39154  0.16791  0.97033  0.70384  0.49027 -0.56320 -0.18707 -2.84874  1.10027 -1.81190 -0.02884  2.34554  0.70342 -1.92289  1.02582 -1.59086  0.61929 -1.07520  3.31602  -2.51497
54429.70219  -0.98331  0.32695 -41.68351  6.39061  0.16712  0.97021  0.70451  0.48916  1.35038 -0.56779 -0.94387  1.03748  1.25449 -1.63985  1.18563  1.84294 -0.62977  0.66270  1.29668 -0.12302 -1.91518  3.30151  -3.47065
54429.70369  -1.36892  0.31264 -41.10634  6.39173  0.16767  0.97082  0.70424  0.48926  1.11078  0.96345  1.33572  0.71672  0.02437  0.43793  1.54894  3.58329 -0.77769  1.13551  0.83364 -2.21836  0.41538  6.07250  -5.31144
54429.70521  -0.68787  0.30777 -40.77541  6.39133  0.16755  0.97110  0.70426  0.48924 -0.46417  2.03539 -0.39846  0.07829 -0.94462  1.97556  1.77456  1.11429 -0.10647  0.71004 -2.14034 -0.05386  1.56245  4.82051  -4.41174
54429.70674  -0.68869  0.30769 -42.64114  6.39051  0.16741  0.97152  0.70468  0.48997  0.44149 -0.24563 -1.97714  1.59738 -1.29723 -0.37255  2.52120  0.49061 -1.66865  2.25900 -1.92688  0.14603 -1.20139  6.14727  -6.60573
54429.70825  -0.88341  0.31784 -41.97240  6.39091  0.16756  0.97209  0.70451  0.48912  0.16131  1.82442 -0.53812  0.81934 -1.09915  1.02881  4.14410  0.48947 -0.02853  0.52028 -0.13621 -1.15191  1.03004  4.70483  -2.53983
54429.70982  -1.71528  0.31983 -41.68509  6.39163  0.16784  0.97120  0.70420  0.48975  1.03375  0.74869  0.52581  1.33775 -0.97973  0.81851  1.35001  3.67573 -2.23062  2.37223 -1.51958  0.44406 -0.08783  4.27306  -4.76857
54445.61746  -1.59120  0.36025 -42.60674  6.39054  0.16799  0.96819  0.70520  0.48417  1.38886  0.31663 -0.33102  1.89487 -0.86952 -0.08303  2.36053  1.46755 -0.82679  2.03058 -0.84913  0.22883 -0.31108  3.39549  -4.89304
54445.61885  -1.50877  0.38189 -42.50350  6.39006  0.16793  0.96841  0.70440  0.48555  0.14148  0.61845 -1.71088  0.11710  1.07751 -1.41385  4.04518 -3.74838  0.23731  0.38843 -0.57546  1.57220 -1.10817  2.23943  -1.39975
54445.62028  -1.96430  0.35399 -42.67354  6.39104  0.16795  0.96892  0.70561  0.48564 -0.09719  1.03990 -1.74715  0.57749 -0.37296  0.79139  1.24681  0.80600 -1.19420  0.28408 -0.25675  0.79449  0.64377  0.09983  -0.67822
54445.62170  -2.18389  0.34336 -43.72509  6.39177  0.16751  0.96831  0.70464  0.48551  0.88151  1.13995 -1.74079  1.64320 -0.55162 -0.05946  4.19995 -3.33040  0.17287  1.65140  0.03159 -1.47007  1.33684  1.58992   0.53887
54445.62309  -1.93080  0.35346 -41.69314  6.39206  0.16747  0.96863  0.70446  0.48509  0.79769  1.11873 -2.02803  1.18015  0.39921  0.14428  2.14527 -1.91776 -1.39166  1.63274  0.35142 -0.50973  0.96541  1.75210  -2.79850
54445.62449  -2.71363  0.34129 -41.64009  6.39191  0.16797  0.96759  0.70496  0.48556  0.95828  0.82302 -0.49418  1.21409 -0.24894  1.09051 -0.37875 -0.03333 -1.09955  1.79884 -0.62734  0.20634  1.08837  0.17632  -1.50182
54445.62590  -2.47470  0.33499 -43.14747  6.39123  0.16772  0.96745  0.70520  0.48581  0.23674  1.82920 -0.03085  0.92023 -1.46905  2.06025  1.59337 -0.63534 -0.50371  0.95421 -0.12901 -1.11040  1.61662  3.51118  -3.76353
54445.62729  -2.21608  0.34366 -41.55675  6.39166  0.16769  0.96793  0.70523  0.48645  1.39617  0.86660 -1.89970  2.18590 -0.54437 -0.11831  3.61445 -1.58391 -2.09960  2.82323 -0.60391  0.44504  0.33579  1.15052  -0.51422
54449.65768  -3.32777  0.41572 -42.35057  6.39439  0.16770  0.96898  0.70265  0.48891 -0.17200  0.60070  0.34109  0.58076 -1.76149 -0.61195  5.74166  1.80909  0.44257 -0.13241 -0.14046 -1.26810 -0.75900  4.56910   0.42581
54449.65921  -2.95994  0.37339 -40.77647  6.39148  0.16828  0.96939  0.70154  0.48820  1.18476  2.14886  1.78585  0.69812 -0.02764  1.60588  1.56091 -2.02813  2.33900  0.42340  0.16988 -0.57879  1.25056  1.09771   4.34275
54449.66072  -2.62661  0.35712 -40.92251  6.39362  0.16651  0.96910  0.70447  0.48858  1.61644  2.76566 -1.27722  2.75919 -1.65858  2.67143  2.68231 -1.32775  0.48138  2.26779 -1.24274  0.16517  2.22380  1.91775  -0.02995
54449.66227  -3.79074  0.33761 -41.55420  6.39210  0.16688  0.97016  0.70386  0.48841  0.80409  2.56850  1.63980  0.58892 -0.56049  2.10942  2.21075  2.32751  0.18203 -0.06642  0.71796  0.15084  1.55590  0.51069   2.36481
54449.66377  -3.79322  0.34962 -41.51955  6.39269  0.16753  0.97014  0.70444  0.48806  1.95058  2.20951 -1.09887  2.39809 -0.29759  0.98601  3.96013 -0.10041 -0.55507  2.26049 -0.71197  1.33630 -0.45172  4.44980  -0.54099
54449.66531  -3.71593  0.33712 -42.37805  6.39321  0.16701  0.97007  0.70386  0.48779  1.14260  1.52304  1.59816  0.75976 -0.15615 -0.17439  5.11501 -1.74950  1.80719 -0.18675  2.32986 -2.39467  0.29564  5.30063  -2.86235
54449.66682  -4.33984  0.33328 -40.03158  6.39288  0.16688  0.96982  0.70419  0.48859  1.18290  2.82803 -0.11465  1.28582 -0.15175  1.81916  3.14106 -0.85967 -0.15673  0.96888  0.97553 -0.62844  1.63115  1.78811   2.55438
54454.65679  -4.11962  0.32795 -42.47429  6.39145  0.16682  0.96847  0.70660  0.48601  1.50747  1.16408  1.46917  1.57402 -1.07901  1.39340  1.03259  5.70010 -2.69120  2.72967 -0.77044 -0.90715  1.90933  0.76736  -0.85958
54454.65811  -5.11225  0.31902 -41.62645  6.38916  0.16734  0.96912  0.70797  0.48717  2.20747  0.50677  0.58047  2.43934 -0.89572 -0.00778  2.92198  0.72118  0.10004  2.03846  1.24576 -2.51934  0.31429  3.61570  -1.28244
54454.65946  -5.02100  0.32758 -42.49488  6.39105  0.16690  0.96825  0.70728  0.48668  1.91067  1.40792 -0.36718  2.10331 -0.19434  1.09662  1.19850 -0.14339 -1.58323  2.66937  0.16471 -0.31889  1.20210  0.78722   0.00060
54454.66082  -4.65447  0.32106 -42.75915  6.38926  0.16737  0.96829  0.70676  0.48657  1.01151  0.73091 -0.44145  1.31788 -0.39678  0.33137  1.79870 -1.90209  0.13033  0.70290  2.19660 -2.81409  0.97972  2.02899  -0.44611
54454.66218  -5.18541  0.32175 -40.65425  6.38963  0.16704  0.96878  0.70750  0.48621  1.35456  0.13386  2.73405  0.61384 -0.09824 -0.63972  2.42751  3.96088 -0.74651  1.86238 -1.10461 -0.14833 -0.49765  2.75476  -0.47277
54454.66353  -5.80317  0.31849 -40.81916  6.39060  0.16728  0.96952  0.70732  0.48585  1.92793  1.52377  1.26692  1.01763  1.21184 -0.08168  2.81133  1.68671 -0.50703  1.02581  2.03689 -0.97080  0.24082  2.63004  -0.37593
54454.66489  -6.32986  0.31517 -43.38211  6.39028  0.16725  0.96887  0.70757  0.48664  2.29314  0.36871  1.31937  2.46162 -1.22386  0.03059  3.01728  2.01776 -1.86120  3.51581 -0.43193 -1.25617  0.50050  1.15045   2.77431
54454.66623  -6.67315  0.32305 -42.01635  6.39140  0.16772  0.96870  0.70808  0.48523  1.51793 -0.30869  3.55321  0.83305 -0.69467  0.42989 -1.03528  2.66054  1.61680  0.25964  0.89659 -1.33650  0.62355  0.31601  -3.06759
54479.54742  -4.43658  0.26350 -42.67265  6.39297  0.16802  0.96960  0.70952  0.48628  1.20771  0.52019  0.41175  1.36662 -0.66728  0.20608  2.12253 -1.04040  1.10830  1.91773 -2.50417  1.08854  0.63221  1.07200  -1.84965
54479.54915  -6.08101  0.27596 -42.42526  6.39275  0.16820  0.97029  0.70839  0.48606  1.87824  1.14061  1.35315  1.46301  0.05543 -0.13997  3.74707  1.54595  0.79468  1.91980 -1.80113  1.45700 -0.14436  2.16508   0.20012
54479.55093  -3.99202  0.27980 -42.24378  6.39399  0.16806  0.97000  0.70886  0.48586  1.31333  1.20019  1.34699  0.57896  0.79907 -0.13139  2.57309  1.92278  0.71024  1.21348 -2.04336  2.48439 -0.23666  1.21107  -0.36160
54479.55267  -3.44178  0.27113 -42.66953  6.39371  0.16785  0.97108  0.70963  0.48578  0.23521  0.24089  0.18619  0.63420 -1.06659  0.44042  1.25709  0.06501  0.61438  1.30375 -2.64975  0.43336  0.92275  1.04037  -2.03218
54479.55444  -3.64008  0.27296 -41.85119  6.39361  0.16803  0.97036  0.70881  0.48686  1.04298  0.60142  1.06576  0.86138 -0.30084  0.07313  2.10854  0.18743  1.88319  0.85174 -1.57065  0.51552  0.86810  0.63017  -1.57720
54479.55619  -4.65925  0.27871 -41.69683  6.39402  0.16802  0.96917  0.70962  0.48716  0.93919 -0.23683 -0.93968  1.56178 -0.81933 -0.74571  2.89748 -2.64487  1.00140  1.87624 -2.30855  0.93816 -0.31861  1.29582  -1.22822
54483.54300   0.05069  0.69133 -44.39572  6.39510  0.16703  0.97021  0.71658  0.48374 -0.46591 -1.29355 -2.34416  0.46956 -0.65777 -3.10059  5.14503 -6.07061  0.11532  1.79877 -2.61501  0.04821 -1.97647  4.06724  -2.79919
54483.54412  -1.99787  0.41093 -41.93394  6.39182  0.16652  0.97093  0.71683  0.48492  1.21038  0.29093  0.96313  1.56480 -1.33787 -0.31389  3.53301 -3.11500  1.59622  2.27787 -1.61982 -1.50607  0.25178  4.13628  -1.21473
54483.54515  -1.63308  0.43637 -41.70137  6.39341  0.16600  0.97098  0.71528  0.48415  1.57258  0.54256 -2.19524  3.17742 -2.07920  0.85225  2.03694  1.71922 -2.93785  3.95606 -0.96250 -2.19753  1.74482  1.16329   0.88225
54483.54624  -2.06932  0.43612 -41.56050  6.39054  0.16760  0.97211  0.71771  0.48587  0.45414  0.86953 -2.89393  1.74709 -1.01792  0.32828  2.83962 -1.98373 -0.19703  2.76138 -3.74358  1.02688  1.81771 -0.63065   0.62280
54483.54727  -0.95320  0.36614 -42.54959  6.39235  0.16658  0.97031  0.71677  0.48611  0.49137  1.71398 -0.34717  1.24856 -1.43837  1.66834  2.26628  1.04191 -1.32064  1.97100 -0.55976 -2.32677  2.33044  4.49336  -4.94873
54483.54835  -2.19913  0.38031 -40.32693  6.39234  0.16633  0.97123  0.71663  0.48724  1.31110  1.42720 -1.89344  2.04387 -0.46775  2.31080 -1.70984 -3.66689 -0.90834  2.20706  0.54142 -1.18079  3.06071 -1.41913  -2.10224
54483.54940  -1.92191  0.40969 -41.83860  6.39429  0.16642  0.97072  0.71717  0.48629  1.39732  2.68905 -0.03592  2.57798 -2.47155  4.67878 -1.82170  2.79029 -0.38623  3.16047 -1.83752 -2.74564  6.65027 -1.15031  -4.39736
54483.55048  -1.87808  0.40454 -42.41726  6.39299  0.16642  0.97099  0.71636  0.48712 -1.55509  3.10641 -1.09197 -0.95629 -0.63301  2.82360  1.63832  1.22262 -1.80966 -0.41956 -0.68564 -0.13589  2.85248  2.90040  -4.48424
54483.55153  -2.20147  0.43191 -43.16108  6.39285  0.16609  0.97082  0.71664  0.48548 -0.12586  0.02976  0.85895  1.05745 -2.96806  2.10050 -1.36541 -2.44132  0.46735  1.32789 -1.85991 -0.77225  1.54949  2.32164  -7.95320
54483.55264  -2.39441  0.38496 -42.43871  6.39285  0.16666  0.96965  0.71546  0.48618  0.89669  0.05826 -0.49611  1.54711 -1.10221  0.08041  1.53029 -1.76427 -0.14933  2.18235 -1.17451 -0.98166  1.18613  0.78479  -1.98714
54487.55146  -3.17844  0.35571 -44.03440  6.39022  0.16694  0.97086  0.71387  0.48545 -0.30325  2.91350 -1.11765  0.35779 -0.73246  2.08847  3.51073  1.38620 -0.71207 -0.23732  0.04004  0.22220  2.42571 -0.44411   3.21516
54487.55253  -4.10788  0.36754 -42.54630  6.39237  0.16632  0.97146  0.71318  0.48597  0.50451  0.52755  0.97571  1.23441 -2.06232  0.37402  3.49720  1.13919 -0.92634  1.51459 -1.36076  0.37525  0.34444 -0.08056   2.96895
54487.55359  -3.35173  0.35645 -41.65395  6.39153  0.16713  0.97064  0.71279  0.48795 -1.67435  0.91104 -1.85681  0.92150 -4.36469  2.33079  2.47515  0.89020 -1.37672  0.60655 -2.26230 -1.25546  2.47480  0.63259  -0.58225
54487.55467  -2.84309  0.35237 -42.72136  6.39311  0.16687  0.97053  0.71308  0.48687 -0.40092 -0.02234  1.36761  1.12388 -3.97731  1.78102  0.78886  1.58902 -0.48080  1.83543 -4.81587  2.41380  0.87512 -2.87430   3.63773
54487.55573  -3.65413  0.34512 -42.80599  6.39242  0.16677  0.97167  0.71224  0.48532  0.79907  0.55416  1.04613  1.44119 -2.00134  0.63345  2.89298  3.01648 -1.14103  1.88339 -2.11012  1.16631  0.62786 -1.46522   3.78270
54487.55680  -3.64895  0.35868 -43.22573  6.39132  0.16590  0.97133  0.71495  0.48463 -0.76180  0.84517  0.91667  0.31604 -2.80637  1.19289  3.24889 -0.21103  0.96194  0.01270 -2.27075  0.63279  0.52845  1.45396   0.63719
54487.55784  -3.28127  0.35618 -41.48134  6.39172  0.16629  0.97134  0.71447  0.48574  1.32355 -0.52550 -0.30946  2.46417 -2.21376 -0.00886  1.85255  0.87721 -2.14848  3.26299 -1.66248 -0.16994  0.86155 -1.43942   0.18771
